subjid	cond	time	pair	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
20	dt	base	3	0.10523	0.018689	3.43E-05	0.0033296	0.023597	0.016009	0.0239	0.033868	0.042652	0.0065632	0.015649	0.019279	0.054463	0.039215	0.086538	0.12715	0.10842	0.050116	0.012368	0.021303	0.032759	0.041038	0.022946	0.0092578	0.00057444	0.012111	0.0096733	8.49E-05	0.024326	0.006752	0.013392	0.0028248	0.049538	0.0065511	0.053112	0.001712	0.016983	0.00033089	0.066797	0.016319	0.0066429	0.023782	0.073295	0.064738	0.058856	0.16201	0.28774	0.29031	0.011564	1.55E-05	0.0023405	0.06375	0.17694	0.00022326	0.10674	0.20247	0.11387	0.11934	0.17731	0.17143	0.00862	0.028204	0.015511	0.0079708	0.13924	0.10557	0.037075	0.062261	0.11542	0.020868	0.043608	0.030336	0.022487	0.050528	0.096141	0.046885	6.63E-05	0.0044013	0.0058351	0.0084178	0.055675	0.0057611	0.00094675	0.059819	0.089157	0.11833	0.19466	0.040819	0.070192	0.0026833	0.00096137	0.017331	0.00912	0.10451	0.35124	0.136	0.20194	0.22443	0.00089509	0.003495	0.071161	0.11118	0.099706	0.0092188	0.0062369	0.010947	0.0065755	0.24429	0.11288	0.087074	0.077468	0.0041064	0.00087699	0.081863	0.033229	0.064623	0.086601	0.077877	0.072861	0.071623	0.0878	0.048516	0.013417	0.0046261	0.0029769	0.026762	0.025646	0.035953
21	dt	base	3	0.14246	0.23937	0.14408	0.019146	0.27532	0.36308	0.37105	0.25127	0.28888	0.25995	0.12453	0.14775	0.2961	0.26477	0.29617	0.18619	0.1503	0.11577	0.0069098	0.0014727	0.034121	0.16929	0.19328	0.23856	0.21421	0.23804	0.27782	0.33053	0.37532	0.20031	0.028019	0.0059115	0.19346	0.052913	0.017433	0.12441	0.12372	0.28213	0.32766	0.25864	0.23245	0.27939	0.27183	0.15039	0.19329	0.24385	0.074922	0.19607	0.10811	0.0097886	0.020772	0.07374	0.068339	0.079978	0.070996	0.18726	0.18519	0.13457	0.12395	0.15158	0.23115	0.13622	0.1316	0.1145	0.21537	0.19519	0.20969	0.171	0.15963	0.18456	0.28463	0.05234	0.14167	0.17243	0.21914	0.29505	0.33683	0.22931	0.088572	0.032891	0.011457	0.091414	0.16626	0.39898	0.39331	0.27965	0.20077	0.088387	0.096385	0.083238	0.069597	0.013003	0.0018185	0.0034929	0.0013002	0.041308	0.19397	0.11585	0.028246	0.01488	0.0031948	0.019653	0.014793	0.029389	0.13582	0.0040132	0.059137	0.088582	0.13305	0.17977	0.13148	0.31921	0.30894	0.16564	0.17846	0.22608	0.015318	0.00054707	0.13743	0.13203	0.03468	0.48869	0.27664	0.31236	0.47829	0.34355	0.22381	0.044218
22	dt	base	3	0.28502	0.23298	0.18095	0.12746	0.23585	0.36235	0.35673	0.31078	0.29771	0.3042	0.30092	0.29879	0.24694	0.23771	0.23857	0.24656	0.23008	0.24428	0.11046	0.12003	0.10294	0.24929	0.24259	0.2391	0.23321	0.34202	0.33149	0.33148	0.19806	0.16588	0.17202	0.091352	0.50385	0.35765	0.29543	0.2928	0.2381	0.22957	0.24975	0.27427	0.24859	0.30977	0.28095	0.32107	0.32763	0.322	0.4483	0.43819	0.41434	0.42702	0.40503	0.53564	0.50768	0.49893	0.51218	0.53644	0.48218	0.33169	0.32011	0.57395	0.55397	0.56089	0.62726	0.68365	0.47973	0.58751	0.61863	0.53217	0.44324	0.27907	0.25671	0.2277	0.22261	0.32685	0.46631	0.35925	0.3029	0.27522	0.2302	0.23877	0.22391	0.20594	0.27609	0.32683	0.34955	0.34951	0.31556	0.34524	0.29693	0.28055	0.26402	0.24588	0.23499	0.19366	0.20293	0.20186	0.3572	0.35903	0.29385	0.31051	0.24953	0.1668	0.15992	0.088778	0.1879	0.24925	0.18512	0.51536	0.55366	0.48997	0.45882	0.38324	0.41721	0.49114	0.46386	0.44621	0.36872	0.25266	0.2224	0.33435	0.44534	0.45827	0.46114	0.46966	0.4252	0.38564	0.39655	0.39971
12	dt	eval	4	0.15776	0.14264	0.1054	0.10343	0.12462	0.10413	0.065043	0.016393	0.019229	0.0069066	0.029108	0.043436	0.016271	0.011357	0.03939	0.0099357	0.08136	0.12315	0.10096	0.074452	0.026147	0.005572	0.062	0.009616	0.0098825	0.057496	0.044072	8.22E-05	0.00089483	0.03641	0.054177	0.07022	0.094055	0.090009	0.046901	0.033346	0.013245	0.014526	0.0030976	0.10661	0.097485	0.022682	0.051758	0.026371	0.023875	0.00080722	0.015377	0.0095764	0.0082017	0.04787	0.049583	0.13028	0.02424	0.013677	0.012485	0.024835	0.022222	0.015826	0.024392	0.007852	0.001685	0.0002366	4.57E-05	0.0074936	0.078312	0.018359	0.0029752	0.0050153	0.035094	0.032171	0.035056	0.14605	0.088422	0.12284	0.059721	0.0060948	0.010212	0.006535	0.05865	0.0040063	0.0051897	0.011545	0.010754	0.0091336	2.83E-06	0.0038687	0.0072512	0.0042317	0.006423	0.0010009	0.025352	0.035786	0.057828	0.047805	0.034824	0.0017386	0.077663	0.08198	0.052835	0.064281	0.017383	0.001795	0.0020679	0.004137	0.0071369	0.00015212	0.00073895	0.011917	0.046236	0.34162	0.25911	0.11975	0.17794	0.070516	0.026225	0.019738	0.0043581	0.025608	0.007532	0.036176	0.00086369	0.0032484	0.0009915	0.06542	0.029592	0.003141	0.0058568	0.00080225
13	dt	eval	4	0.1058	0.077624	0.20676	0.25671	0.27757	0.40199	0.41797	0.30027	0.19138	0.11266	0.13742	0.051676	0.03588	0.043176	0.10834	0.20359	0.26265	0.28341	0.25868	0.24651	0.22901	0.17013	0.095145	0.060296	0.012379	0.061981	0.069918	0.1323	0.19906	0.21779	0.25618	0.25496	0.23165	0.29725	0.29703	0.14778	0.12925	0.060319	0.025517	0.028425	0.026321	0.039586	0.036139	0.066881	0.066497	0.10549	0.11313	0.12733	0.2755	0.34275	0.47695	0.34697	0.42589	0.29934	0.25796	0.24205	0.18576	0.17539	0.17266	0.15436	0.2337	0.20587	0.25706	0.35704	0.16672	0.11031	0.18105	0.22163	0.12715	0.056308	0.11752	0.05561	0.047151	0.047982	0.13256	0.08004	0.068586	0.065064	0.048953	0.055463	0.057178	0.050397	0.087505	0.03013	0.022092	0.0039339	0.048499	0.0074236	0.048169	0.060253	0.069306	0.042807	0.028764	0.010612	0.10606	0.101	0.0084657	0.011066	0.05674	0.090003	0.12674	0.18185	0.18602	0.23588	0.25365	0.10864	0.15766	0.11201	0.024055	0.20971	0.12933	0.22741	0.37352	0.21567	0.29489	0.30609	0.35105	0.35559	0.12253	0.19814	0.25948	0.38409	0.40427	0.48134	0.26436	0.15454	0.086586	0.14995
14	dt	eval	4	0.0054737	0.0035685	0.0013857	0.0045126	0.0025791	0.013154	0.012854	0.018925	0.049429	0.016963	0.013561	0.043918	0.00062972	0.0031767	9.08E-06	0.00026231	3.95E-05	0.001513	0.033539	0.049073	0.029074	1.10E-06	0.0043779	0.069003	0.029383	0.026013	0.12484	0.032871	0.047363	0.0053282	0.018933	6.31E-08	0.0022199	0.0012545	0.012402	0.049238	0.11949	0.20598	0.20993	0.040143	0.047173	0.16196	0.16686	0.084732	0.078933	0.036474	0.037294	0.045812	0.042512	0.020222	0.021979	0.039338	0.34338	0.15204	0.029833	0.0015474	0.018284	0.045046	0.11201	0.021303	0.041868	0.0024566	0.15497	0.26479	0.00083033	0.0022477	0.014641	0.0061361	0.01178	0.055155	0.00066005	0.0091651	0.0088709	0.046607	5.90E-05	0.015875	0.13566	0.012141	0.020253	0.20631	0.33196	0.16867	0.18133	0.10817	0.19002	0.0026426	0.00077561	0.024883	0.089447	0.13924	0.24664	0.15617	0.19194	0.21004	0.16401	0.14013	0.00016794	0.016953	0.041363	0.12552	0.038607	0.079565	0.095605	0.070538	0.0559	0.068993	0.055371	0.0074653	0.012242	0.0082713	0.0090159	0.012547	0.010963	0.0047946	0.0058498	0.0084407	0.011	0.016829	0.0066071	0.044892	9.88E-06	0.00042326	0.047856	0.0018661	0.0071742	0.0074073	0.021925	0.00011553
15	dt	eval	4	0.0017603	0.038323	0.039881	0.0020224	0.0022802	0.012232	0.039709	0.027739	0.0049757	0.0064661	0.01896	0.00060026	0.00077292	0.019383	0.017902	0.12795	0.19605	0.039778	0.018232	0.084542	0.18252	0.43016	0.19799	0.1599	0.14217	0.02737	0.16796	0.20064	0.20065	0.13336	0.05723	0.018635	0.03284	0.019814	0.037003	0.13929	0.20347	0.22889	0.19584	0.16858	0.20951	0.20257	0.1786	0.17781	0.23411	0.040076	0.32175	0.36852	0.43253	0.07091	0.0078003	0.13353	0.091914	0.025242	0.24937	0.24917	0.2118	0.21762	0.19121	0.19564	0.15628	0.09378	0.018918	0.013428	0.0013754	0.027164	0.0045219	0.0014269	0.15859	0.30274	0.39517	0.21478	0.16547	0.075894	0.0054955	0.028435	0.00054324	0.24127	0.21789	0.32614	0.32636	0.28464	0.029051	0.027733	0.019446	0.020107	0.0047268	0.078631	0.058593	0.11188	0.28088	0.27067	0.39348	0.31889	0.27736	0.28686	0.01938	0.12005	0.16556	0.27785	0.18299	0.36389	0.080837	0.15844	0.064684	0.15083	0.32695	0.29575	0.062225	0.25171	0.047892	0.0096551	0.029832	0.065881	0.29778	0.27359	0.18848	0.10098	0.087835	0.061326	0.10542	0.089631	0.12836	0.15368	0.016875	0.0048699	0.030796	0.027335
16	dt	eval	4	0.3695	0.38999	0.35026	0.38252	0.47619	0.42976	0.40533	0.52235	0.38797	0.44806	0.042135	0.041248	0.11986	0.25948	0.40446	0.36784	0.34713	0.52015	0.43301	0.38574	0.2438	0.12132	0.32044	0.2854	0.19175	0.21034	0.18639	0.1771	0.08449	0.063488	0.15019	0.32646	0.45517	0.46272	0.25519	0.19706	0.10089	0.090225	0.21207	0.12239	0.24394	0.15162	0.31974	0.030669	0.18343	0.068403	0.068555	0.18633	0.24757	0.34786	0.41979	0.48834	0.45544	0.35645	0.17419	0.14068	0.10623	0.30942	0.012804	0.0031562	0.0043246	0.049317	0.017836	0.20606	0.41959	0.34653	0.16933	0.11395	0.003465	0.11654	0.1102	0.024437	0.012437	0.021776	0.2803	0.20601	0.072396	0.087558	0.072809	0.053085	0.10242	0.13702	0.17209	0.27366	0.26419	0.2501	0.27291	0.29519	0.29516	0.3522	0.14069	0.13158	0.11546	0.0016446	0.0022524	0.019957	0.41054	0.25748	0.1495	0.14981	0.0016128	0.0019562	0.0013465	0.0304	0.017923	0.024122	0.053441	0.14277	0.15493	0.27628	0.35039	0.31472	0.25322	0.15149	0.10908	0.15715	0.017743	0.015165	0.062745	0.10839	0.054693	0.079133	0.28116	0.26037	0.089169	0.065519	0.23296	0.027564
17	dt	eval	4	0.079429	0.38077	0.45754	0.44773	0.13265	0.09116	0.088561	0.055275	0.01907	0.0027355	0.0057805	6.66E-05	0.023301	0.0021844	0.01419	0.046535	0.13799	0.12828	0.3664	0.38835	0.36851	0.35525	0.33376	0.30183	0.33916	0.072836	0.027731	0.050593	0.11916	0.20404	0.32711	0.3597	0.072137	0.54274	0.53928	0.58076	0.23045	0.089734	0.058546	0.013189	0.0081361	0.17006	0.28172	0.50469	0.5578	0.33424	0.65372	0.78677	0.73706	0.63136	0.56547	0.079196	0.51792	0.56458	0.71202	0.67449	0.56463	0.41586	0.51594	0.48533	0.58906	0.38913	0.28266	0.17937	0.094495	0.090113	0.1129	0.13795	0.17342	0.2897	0.31319	0.17057	0.1523	0.086617	0.10224	0.097289	0.21244	0.21906	0.25818	0.3047	0.30768	0.29158	0.29389	0.20191	0.16625	0.11403	0.054317	0.11955	0.14784	0.28662	0.26154	0.24931	0.2525	0.27939	0.23493	0.2519	0.078691	0.065015	0.2415	0.26026	0.26732	0.29737	0.20425	0.083146	0.096878	0.13402	0.12896	0.17246	0.17158	0.12176	0.075206	0.16832	0.089073	0.085292	0.078025	0.070959	0.090125	0.083321	0.10041	0.13205	0.095153	0.07974	0.078136	0.081485	0.07207	0.065711	0.0022964	0.018908
18	dt	eval	4	0.18429	0.062972	0.032944	0.009742	0.20449	0.43822	0.3524	0.20405	0.24986	0.15337	0.11077	0.03828	0.077059	0.10661	0.12867	0.24342	0.25091	0.24973	0.1558	0.28822	0.31246	0.29142	0.21945	0.17642	0.16585	0.00073644	0.0012906	0.18167	0.26465	0.29166	0.30653	0.23146	0.093271	0.118	0.4216	0.4424	0.40076	0.33124	0.18506	0.089607	0.048947	0.18441	0.33356	0.49911	0.46936	0.33671	0.46953	0.60296	0.48988	0.54432	0.44938	0.29609	0.50118	0.5116	0.34348	0.55382	0.4001	0.24313	0.07199	0.14575	0.38528	0.52289	0.52339	0.37935	0.14863	0.18058	0.24927	0.22033	0.32132	0.23985	0.18326	0.12345	0.049399	0.17633	0.17856	0.18227	0.16032	0.1105	0.045158	0.057579	0.061569	0.068329	0.10337	0.15746	0.22987	0.21699	0.22407	0.18749	0.33089	0.20482	0.16403	0.12748	0.095042	0.014694	0.059297	0.19107	0.27045	0.51815	0.47342	0.29285	0.49125	0.10863	0.00035255	0.079002	0.1286	0.53354	0.48436	0.61648	0.66256	0.63768	0.31288	0.44777	0.61394	0.71634	0.65938	0.56262	0.31519	0.23258	0.15817	0.31475	0.49508	0.59058	0.59179	0.61769	0.36519	0.56399	0.36795	0.26804
19	dt	eval	4	0.22178	0.2692	0.29601	0.38302	0.5463	0.58783	0.65458	0.52188	0.39656	0.4041	0.41288	0.17632	0.075369	0.096205	0.23809	0.191	0.48011	0.58635	0.46405	0.51653	0.39165	0.11845	0.011993	0.019191	0.080492	0.059244	0.052441	0.063329	0.20838	0.39826	0.43521	0.40274	0.24421	0.28582	0.33658	0.36047	0.36971	0.27912	0.13789	0.040584	0.03404	0.11804	0.22776	0.31919	0.36416	0.43011	0.48433	0.39878	0.34751	0.3157	0.29774	0.25765	0.28964	0.29416	0.33397	0.42041	0.48996	0.43718	0.49433	0.50767	0.44972	0.29486	0.26319	0.24966	0.15949	0.24524	0.2658	0.28643	0.35282	0.21249	0.36364	0.13571	0.24425	0.27255	0.16496	0.31592	0.45288	0.39098	0.29073	0.34156	0.36154	0.36967	0.34417	0.23203	0.36967	0.32402	0.16635	0.35665	0.39737	0.37834	0.34365	0.27191	0.26405	0.060328	0.10979	0.068412	0.16973	0.35978	0.33287	0.26098	0.085064	4.16E-07	0.25932	0.34334	0.18267	0.19874	0.20219	0.17267	0.21405	0.2674	0.24777	0.32723	0.41526	0.22978	0.2241	0.27273	0.26668	0.052672	0.33716	0.39102	0.46673	0.54784	0.62141	0.53173	0.63619	0.46251	0.25541	0.22492
20	dt	eval	4	0.16485	0.018579	0.048756	0.11824	0.18801	0.086247	0.00089611	0.0078999	6.10E-05	0.0053795	0.0072532	0.017915	0.0087509	0.014445	0.02132	0.0017021	2.25E-05	0.019934	0.11726	0.060279	0.0046632	0.0068088	0.00019053	0.0047362	0.021827	0.027481	0.034915	0.034329	0.019382	0.0093235	0.04377	0.039598	0.16295	0.0020613	0.0026385	0.00072248	0.020228	0.045033	0.0062266	0.032385	0.029486	0.00032546	0.0007279	0.0074793	0.058565	0.044436	0.059564	0.072969	0.043852	0.0061523	0.00016783	0.03009	0.10094	0.0030776	0.024992	0.14386	0.50714	0.11361	0.060747	0.028309	0.0799	0.099576	0.085158	0.22009	0.1761	0.066939	0.26779	0.2866	0.16113	0.12944	0.0099319	0.0037703	0.19025	0.21696	0.11933	0.031548	0.014228	0.039223	0.083338	0.092212	0.035111	0.059776	0.0020652	0.011475	0.017458	0.10873	0.018234	0.13238	0.047658	0.039628	0.34093	0.28154	0.08886	0.080793	0.15259	0.19833	0.16693	0.096804	0.20843	0.1933	0.46702	0.28398	0.068641	0.07359	0.65463	0.76737	0.39994	0.26192	0.18872	0.12296	0.0033884	0.0059336	0.014026	0.12509	0.051199	0.20057	0.36566	0.2554	0.0009127	0.0030082	0.039213	0.038535	0.00022874	0.0035354	0.027405	0.0013837	0.00018642	0.0013678
21	dt	eval	4	0.10769	0.13178	0.13142	0.053791	0.0090467	0.055192	0.005424	0.018056	0.039294	0.11633	0.1527	0.17326	0.18765	0.17349	0.16709	0.14806	0.056873	0.0047325	0.013917	0.0057825	0.015513	0.1087	0.15142	0.12335	0.10365	0.044323	0.055125	0.096603	0.15067	0.10783	0.11836	0.063187	0.18264	0.11126	0.13711	0.12847	0.11136	0.10337	0.087401	0.042252	0.063627	0.1196	0.12195	0.11226	0.12345	0.033269	0.078459	0.11928	0.093401	0.063072	0.17547	0.24219	0.15887	0.17663	0.026271	0.035012	0.0064886	0.006269	0.080773	0.16422	0.03574	0.047892	0.13108	0.22479	0.3883	0.31342	0.093206	0.069405	0.057706	0.14152	0.017356	0.0025964	0.11656	0.0087335	0.30192	0.25925	0.12628	0.17235	0.06781	0.01597	0.039731	0.00035321	9.76E-05	0.4347	0.52297	0.3483	0.40318	0.46316	0.44156	0.20043	0.28275	0.07582	0.080607	0.044767	0.020464	0.087728	0.32494	0.31215	0.45943	0.40442	0.12948	0.024566	0.013535	0.0074898	0.0071351	0.12575	0.29268	0.31502	0.46608	0.26773	0.33035	0.21126	0.16004	0.32231	0.17333	0.095348	0.032637	0.0012716	0.047509	0.0063331	0.0049111	0.01117	0.028264	0.20406	6.97E-07	0.0053665	0.0366	0.064727
22	dt	eval	4	0.083886	0.095372	0.42032	0.53364	0.5733	0.56265	0.48803	0.33025	0.271	0.16668	0.19825	0.2004	0.18946	0.1502	0.12574	0.21421	0.30869	0.42239	0.40478	0.41819	0.21309	0.047506	0.057134	0.098508	0.20835	0.10217	0.10508	0.074399	0.11547	0.23628	0.4772	0.63885	0.55651	0.69355	0.73769	0.68902	0.33884	0.16187	0.11539	0.11172	0.15239	0.13273	0.16596	0.27883	0.49823	0.32945	0.50311	0.74304	0.77153	0.80338	0.78344	0.7028	0.75031	0.74704	0.72692	0.65134	0.51839	0.25353	0.20775	0.27741	0.45543	0.49683	0.67238	0.65752	0.27505	0.26755	0.32603	0.39688	0.22116	0.19108	0.16319	0.29932	0.29284	0.30177	0.3514	0.44587	0.4551	0.4161	0.4242	0.39644	0.4675	0.47444	0.50144	0.47935	0.52611	0.52876	0.14894	0.51541	0.59743	0.58375	0.56559	0.55837	0.44303	0.44065	0.42777	0.36366	0.058419	0.16368	0.64832	0.65794	0.41481	0.23148	0.12318	0.087968	0.16545	0.26807	0.40782	0.51206	0.51411	0.45225	0.19969	0.53005	0.56364	0.55526	0.52838	0.51576	0.3653	0.17789	0.15108	0.25095	0.26735	0.34312	0.49953	0.55589	0.38994	0.30013	0.23766	0.22867
